ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol
10599579	0.62048049	2.91E-01	-1.1438414	-6.833428	-0.25708147	Olfr1320
10408798	0.62066856	2.91E-01	-1.1434896	-6.833814	-0.14510316	Tfap2a
10390184	0.62080068	2.91E-01	1.1431105	-6.83423	0.20148972	Gm9796
10499108	0.62080068	2.91E-01	-1.1431093	-6.834232	-0.23220424	Glt28d2
10349102	0.62080068	2.91E-01	1.1430525	-6.834294	0.14493525	D630008O14Rik
10553319	0.62080068	2.91E-01	-1.1429839	-6.834369	-0.17060325	Gm9999
10539194	0.62080068	2.91E-01	-1.1429615	-6.834394	-0.19069352	Reg2
10608371	0.62080068	2.91E-01	-1.1429599	-6.834395	-0.12306304	Gm20831///Ssty1
10411728	0.62083602	2.91E-01	1.1427935	-6.834578	0.3273813	Cenph
10464298	0.62085958	2.91E-01	-1.1425799	-6.834812	-0.13866091	Pnlip
10498448	0.62085958	2.91E-01	1.1425439	-6.834852	0.13028471	Plch1
10517540	0.62085958	2.91E-01	-1.1425291	-6.834868	-0.13467927	Zbtb40
10389245	0.62090909	2.91E-01	1.1424243	-6.834983	0.1345445	Tada2a
10505879	0.62092438	2.91E-01	1.1423609	-6.835052	0.15101868	Ifna15///Ifnab///Ifna7///Ifna6///Ifna5///Ifna1
10601790	0.62102265	2.91E-01	1.1421693	-6.835262	0.16257979	Gm15023///Gm7903///AV320801///Gm5128///Pramel3
10521596	0.62102265	2.91E-01	-1.1421383	-6.835296	-0.23660725	Gm16223
10534420	0.62102265	2.91E-01	-1.1420728	-6.835368	-0.2325028	Vps37d
10498500	0.62102265	2.91E-01	-1.1420625	-6.835379	-0.14132324	Vmn2r2///Vmn2r5///Vmn2r4///Vmn2r3///Vmn2r-ps11///Vmn2r1
10408085	0.62134201	2.91E-01	1.1416134	-6.835872	0.21986633	Hist1h2al///Hist1h2ao///Hist2h2ab///Hist2h2aa2///Hist1h2ai///Hist2h2ac///Hist1h2af///Hist1h2ab///Hist1h2ap///Hist1h2an///Hist1h2ak///Hist1h2ah///Hist1h2ag///Hist1h2ae///Hist1h2ad///Hist1h2ac///Hist3h2a///H2afj///H2afx///Hist2h2aa1///Hist1h3d
10375880	0.62134201	2.91E-01	1.141568	-6.835921	0.13317942	Nhp2
10385671	0.62139484	2.91E-01	-1.1414336	-6.836069	-0.15443264	4933414I15Rik
10566436	0.62159278	2.92E-01	1.141121	-6.836411	0.13631016	Olfr691
10552451	0.62159278	2.92E-01	-1.1410693	-6.836468	-0.19360642	Ceacam18
10345895	0.62159278	2.92E-01	-1.141015	-6.836527	-0.16726565	Gpr45
10385271	0.62169898	2.92E-01	1.140842	-6.836717	0.21716055	Ccng1
10521038	0.62171609	2.92E-01	-1.1407764	-6.836789	-0.15316825	Slc5a1
10452470	0.62231746	2.92E-01	1.1398717	-6.837779	0.14291093	Vapa
10550409	0.62281185	2.92E-01	1.1391862	-6.83853	0.1483899	Psg16
10490955	0.62288955	2.92E-01	-1.1390477	-6.838681	-0.14819509	Mtfr1///Plppr1
10461354	0.62307653	2.93E-01	-1.138658	-6.839108	-0.20884137	Tut1
10606206	0.62307653	2.93E-01	-1.138621	-6.839148	-0.21002748	C77370
10367511	0.62307653	2.93E-01	1.1386073	-6.839163	0.23910933	Olfr799
10414081	0.62307653	2.93E-01	-1.138553	-6.839222	-0.19080492	Syt15
10548729	0.62337573	2.93E-01	-1.1381029	-6.839715	-0.22525255	Mansc1
10388010	0.62350353	2.93E-01	-1.1378214	-6.840023	-0.13370655	C1qbp
10427402	0.62350353	2.93E-01	-1.1378144	-6.84003	-0.17752034	Ghr
10537298	0.62353527	2.93E-01	1.1377313	-6.840121	0.16197574	Chrm2
10590663	0.62374034	2.93E-01	1.1374105	-6.840472	0.13122683	Gria4
10458349	0.62374034	2.93E-01	1.1373947	-6.840489	0.11823724	Sra1
10576749	0.62374877	2.93E-01	-1.1373396	-6.840549	-0.2150754	Pcp2
10513467	0.62382089	2.93E-01	-1.1372079	-6.840693	-0.13133398	Mup19///Gm2083///Mup18///Mup8///Mup7///Mup17///Mup16///Mup15///Mup14///Mup13///Mup12///Mup11///Mup10///Mup9///Mup5///Mup3///Mup2///Mup1
10461568	0.62395939	2.93E-01	1.1369964	-6.840924	0.15800615	Prpf19
10424750	0.62402308	2.93E-01	-1.1366587	-6.841293	-0.18690472	Zfp707
10428308	0.62402308	2.93E-01	-1.1365231	-6.841442	-0.18079318	G930009F23Rik
10566315	0.62402308	2.93E-01	-1.1365027	-6.841464	-0.12538095	Olfm5
10566516	0.62402308	2.93E-01	1.1364389	-6.841533	0.17154967	Rrp8
10468292	0.6241184	2.94E-01	-1.1362223	-6.84177	-0.17983622	D930027P08Rik
10604745	0.6241184	2.94E-01	-1.1361767	-6.84182	-0.13099615	Gpr101
10500011	0.6241184	2.94E-01	-1.1361317	-6.841869	-0.21745058	Tuft1
10365282	0.62415252	2.94E-01	-1.1360458	-6.841963	-0.19299778	1700028I16Rik
10605848	0.62417377	2.94E-01	-1.1359389	-6.84208	-0.13461081	Vsig4
10479228	0.62419738	2.94E-01	1.1358496	-6.842177	0.26147083	Zfp971
10450055	0.62419738	2.94E-01	-1.1356914	-6.84235	-0.15098533	Pfdn6
10543895	0.62419738	2.94E-01	-1.1356894	-6.842352	-0.16330694	2010107G12Rik
10358057	0.62419738	2.94E-01	1.1356439	-6.842402	0.20776269	Shisa4
10552668	0.62419738	2.94E-01	-1.1355782	-6.842474	-0.2152467	Lrrc4b
10539358	0.62419738	2.94E-01	-1.1355699	-6.842483	-0.17974327	1700003E16Rik
10594679	0.62419738	2.94E-01	1.1355161	-6.842541	0.19271464	Tln2
10404071	0.62419738	2.94E-01	-1.13549	-6.84257	-0.13319899	Trim38
10441902	0.62419738	2.94E-01	1.1354535	-6.84261	0.21405405	Smoc2
10517243	0.62424459	2.94E-01	1.135315	-6.842761	0.15102454	Pdik1l
10393294	0.62424459	2.94E-01	-1.1352655	-6.842815	-0.19608496	Qrich2
10508500	0.62424459	2.94E-01	-1.1352621	-6.842819	-0.17316229	Adgrb2
10460492	0.62428394	2.94E-01	-1.13517	-6.842919	-0.13692897	Mrpl11
10516778	0.62437884	2.94E-01	1.1349652	-6.843143	0.28532212	Zcchc17
10566326	0.62442587	2.94E-01	1.1348199	-6.843301	0.28234429	Trim12a
10415363	0.62443359	2.94E-01	1.1347658	-6.84336	0.1760106	Gmpr2
10532680	0.62474909	2.94E-01	-1.133983	-6.844215	-0.26847881	Sgsm1
10409616	0.62478253	2.94E-01	-1.133846	-6.844364	-0.13507439	Spock1
10493864	0.62478253	2.94E-01	-1.1337926	-6.844422	-0.13197835	Sprr2d
10430302	0.62478253	2.95E-01	-1.1337237	-6.844497	-0.24124637	Csf2rb2
10500748	0.62478253	2.95E-01	-1.1337187	-6.844503	-0.15315324	Tshb
10489512	0.62479455	2.95E-01	-1.1336595	-6.844567	-0.19716964	Wfdc8
10430883	0.62481298	2.95E-01	-1.1335925	-6.84464	-0.16239778	Cyp2d13
10526514	0.62492138	2.95E-01	-1.1333726	-6.84488	-0.18753011	Cldn15
10410513	0.62494072	2.95E-01	-1.1332784	-6.844983	-0.19921796	Slc6a18
10494574	0.62494072	2.95E-01	1.1332597	-6.845003	0.26795771	Prkab2
10503303	0.62496448	2.95E-01	1.1329142	-6.84538	0.12142966	1110037F02Rik
10594812	0.62496448	2.95E-01	-1.1328867	-6.84541	-0.13606848	Lipc
10457872	0.62496448	2.95E-01	1.1328767	-6.845421	0.12538661	Slc39a6
10564726	0.62496448	2.95E-01	-1.1328729	-6.845425	-0.17855508	Rlbp1
10598111	0.62498837	2.95E-01	1.1327314	-6.845579	0.16457848	Dhrsx
10464659	0.62498837	2.95E-01	-1.1325728	-6.845752	-0.16104642	Rad9a
10485840	0.62498837	2.95E-01	-1.1325241	-6.845805	-0.14815107	Ryr3
10545127	0.62498837	2.95E-01	1.1323624	-6.845982	0.18934981	4930597O21Rik
10511333	0.62498837	2.95E-01	-1.1323414	-6.846004	-0.17475205	Plag1
10362490	0.62498837	2.95E-01	1.132271	-6.846081	0.18024813	Tspyl4
10370780	0.62498837	2.95E-01	-1.1322641	-6.846089	-0.22221888	Pcsk4
10478283	0.62498837	2.95E-01	1.1322174	-6.84614	0.16756727	Mphosph6
10500114	0.62499649	2.95E-01	-1.1321629	-6.846199	-0.26233081	Mllt11
10482814	0.62508844	2.95E-01	-1.1319331	-6.846449	-0.25834622	Acvr1c
10604595	0.62508844	2.95E-01	1.1319139	-6.84647	0.15676935	Mir106a
10573342	0.62508844	2.95E-01	1.1318734	-6.846514	0.21446559	Mir23a
10528903	0.62529927	2.95E-01	-1.131441	-6.846985	-0.2276432	Mnx1
10468869	0.62553199	2.96E-01	1.1310096	-6.847455	0.17035543	Prdx3
10373009	0.62553199	2.96E-01	1.1309024	-6.847572	0.16035244	Tsfm
10412960	0.62553199	2.96E-01	1.1308559	-6.847623	0.17127884	Fam149b
10380665	0.62553199	2.96E-01	-1.1307645	-6.847722	-0.17376885	Hoxb1
10560260	0.62553199	2.96E-01	1.1307588	-6.847728	0.2520325	Sae1
10559547	0.62577705	2.96E-01	1.1304034	-6.848115	0.20075212	Tnnt1
10424991	0.62577705	2.96E-01	1.130375	-6.848146	0.2280891	Mfsd3
10540207	0.62583837	2.96E-01	-1.1301786	-6.84836	-0.13288417	A730049H05Rik
10427766	0.62583837	2.96E-01	1.1301672	-6.848372	0.20170669	Rxfp3
10560873	0.62584286	2.96E-01	-1.1301171	-6.848427	-0.21194431	Tex101
10502613	0.62593542	2.96E-01	-1.1298718	-6.848694	-0.18271342	Clca4b
10580550	0.6260133	2.96E-01	-1.1297336	-6.848844	-0.28118829	Rpgrip1l
10429588	0.62602474	2.96E-01	1.1295753	-6.849016	0.13331795	9030619P08Rik
10532965	0.62602474	2.96E-01	1.129541	-6.849054	0.14625293	Rnf10
10473616	0.62622851	2.96E-01	-1.129207	-6.849417	-0.15328076	Olfr1204
10403021	0.62638974	2.96E-01	-1.128924	-6.849725	-0.15923877	Igha///Ighv1-33///Igh-V3660
10412701	0.62650138	2.97E-01	-1.128627	-6.850048	-0.28137514	3830406C13Rik
10594501	0.62650138	2.97E-01	1.1286113	-6.850065	0.27805637	Hacd3
10582664	0.62655293	2.97E-01	1.1285047	-6.850181	0.17456189	2310022B05Rik
10510260	0.62664716	2.97E-01	-1.1283469	-6.850352	-0.15211346	Nppb
10593903	0.62670968	2.97E-01	-1.1281799	-6.850534	-0.16462051	Commd4
10451458	0.62670968	2.97E-01	-1.128157	-6.850559	-0.15118215	Cnpy3
10436692	0.6268585	2.97E-01	-1.1279146	-6.850822	-0.4362807	Gm10791
10574023	0.62696894	2.97E-01	-1.1277375	-6.851015	-0.47859209	Mt2
10548504	0.62719955	2.97E-01	-1.1273715	-6.851412	-0.13264541	Klra8
10438567	0.62720225	2.97E-01	1.1272891	-6.851502	0.24938164	Teddm3
10365543	0.62720225	2.97E-01	-1.1272369	-6.851558	-0.12363974	Gm10764
10599054	0.62721285	2.97E-01	-1.1271322	-6.851672	-0.18050848	Gm4907
10448967	0.62728913	2.97E-01	-1.1269961	-6.85182	-0.13026045	Sox8
10403361	0.62729327	2.97E-01	1.1269465	-6.851874	0.17270916	Pitrm1
10560903	0.62737718	2.97E-01	1.1267565	-6.85208	0.1542591	Lypd4
10450280	0.62744039	2.97E-01	-1.1266361	-6.852211	-0.23211273	C4a
10454172	0.62750664	2.97E-01	-1.1264673	-6.852394	-0.14635688	Dsg2
10436823	0.62805157	2.98E-01	-1.1255434	-6.853397	-0.11935096	Olig2
10562125	0.62820286	2.98E-01	1.1252758	-6.853688	0.17127847	Ffar3
10376685	0.62842154	2.98E-01	1.1248931	-6.854103	0.1774836	Alkbh5
10592393	0.62842154	2.98E-01	-1.1248799	-6.854117	-0.16696634	Olfr938
10421981	0.62849604	2.98E-01	-1.1246851	-6.854329	-0.23097752	Dis3
10423825	0.62865736	2.98E-01	-1.124302	-6.854744	-0.15616972	Fzd6
10572525	0.62865736	2.98E-01	-1.1241535	-6.854905	-0.24583447	Gm10654
10484779	0.62865736	2.98E-01	-1.1241446	-6.854915	-0.13242755	Olfr1217
10455970	0.62881013	2.98E-01	1.1238791	-6.855203	0.15079116	BC023105
10353479	0.62884136	2.98E-01	-1.1237525	-6.85534	-0.14865384	Rims1
10525452	0.62909289	2.99E-01	1.1233621	-6.855763	0.17813465	Rnf34
10426244	0.62927787	2.99E-01	1.1230962	-6.856051	0.23610523	Mapk8ip2
10593842	0.62934475	2.99E-01	-1.1228823	-6.856283	-0.34649646	Tspan3
10495945	0.62968002	2.99E-01	-1.1224367	-6.856766	-0.14038414	Zgrf1
10552760	0.62990754	2.99E-01	1.1219719	-6.857269	0.18472241	Pnkp
10570614	0.62990754	2.99E-01	-1.1219635	-6.857278	-0.12051176	Defb6
10349876	0.62990754	2.99E-01	1.121961	-6.857281	0.1494257	Plekha6
10383311	0.62990754	2.99E-01	-1.1219416	-6.857302	-0.24442649	Gm9734
10478291	0.62991654	2.99E-01	1.121797	-6.857458	0.25945999	Srsf6
10405911	0.62995752	2.99E-01	1.1216265	-6.857643	0.23442236	Zfp759
10599369	0.62995752	2.99E-01	1.1216142	-6.857656	0.25143713	Xiap
10353632	0.63014561	2.99E-01	-1.12129	-6.858007	-0.12759729	Adgrb3
10586015	0.63014561	2.99E-01	-1.1212556	-6.858045	-0.21666647	1700036A12Rik
10424731	0.63015116	2.99E-01	-1.1211933	-6.858112	-0.1235547	Gsdmd
10344653	0.63015116	2.99E-01	1.1211152	-6.858197	0.18271492	Oprk1
10391339	0.63054422	3.00E-01	-1.1203691	-6.859004	-0.1949296	Psmc3ip
10433003	0.63054422	3.00E-01	1.1203448	-6.85903	0.2673988	Sp7
10455108	0.63054422	3.00E-01	-1.1203422	-6.859033	-0.21626581	Pcdhb16
10367582	0.63054422	3.00E-01	1.1202748	-6.859106	0.14483559	Vip
10508182	0.63054422	3.00E-01	1.1202356	-6.859148	0.12567197	Psmb2
10373692	0.63054422	3.00E-01	1.1201997	-6.859187	0.21798026	Vmn2r87///Vmn2r86
10357870	0.63057577	3.00E-01	-1.1201175	-6.859276	-0.15031628	Prelp
10376839	0.63076263	3.00E-01	1.1196678	-6.859762	0.17406146	Ttc19
10569313	0.63083914	3.00E-01	-1.1194909	-6.859954	-0.15081313	Ifitm10
10461786	0.63102958	3.00E-01	1.1191743	-6.860296	0.12094932	Olfr1450
10565057	0.63104383	3.00E-01	-1.1189987	-6.860486	-0.14867857	Wdr73
10388465	0.63104383	3.00E-01	-1.1189791	-6.860507	-0.15837098	Doc2b
10420730	0.63105037	3.00E-01	1.1188377	-6.86066	0.41311473	Fdft1
10442829	0.63105104	3.00E-01	-1.1187689	-6.860734	-0.23397632	Gng13
10545758	0.63105104	3.00E-01	-1.1187478	-6.860757	-0.12360535	Gm7443
10443195	0.63130193	3.01E-01	-1.1183146	-6.861225	-0.2415833	Hmga1
10387907	0.63147104	3.01E-01	-1.1180237	-6.861539	-0.14742425	Pld2
10555729	0.63151993	3.01E-01	-1.1179208	-6.86165	-0.17009546	Olfr555
10467468	0.63153996	3.01E-01	1.1178524	-6.861724	0.14692995	3010085J16Rik
10499705	0.63171994	3.01E-01	-1.1174164	-6.862195	-0.21746543	Hax1
10546962	0.63173258	3.01E-01	1.1173554	-6.862261	0.22303155	Ghrl
10518313	0.63186324	3.01E-01	-1.1169769	-6.86267	-0.17177347	Tnfrsf8
10427159	0.63215782	3.01E-01	1.1164609	-6.863227	0.28978566	Gm9918
10356423	0.63215782	3.01E-01	-1.1163799	-6.863314	-0.16349558	Usp40
10585186	0.63215782	3.01E-01	1.1163484	-6.863348	1.33687993	Plet1
10391075	0.63215782	3.01E-01	-1.1163214	-6.863377	-0.21280908	Krt42
10568962	0.63215782	3.01E-01	1.1162695	-6.863433	0.14051753	Olfr532
10438564	0.6321709	3.01E-01	-1.1161649	-6.863546	-0.12035038	Rps10
10351961	0.63230387	3.02E-01	1.1159618	-6.863765	0.145764	Olfr417
10370651	0.63233643	3.02E-01	-1.1157994	-6.86394	-0.19540058	Plppr3
10441344	0.63233643	3.02E-01	-1.1157865	-6.863954	-0.24119925	Scaf8
10606835	0.63233643	3.02E-01	-1.1157732	-6.863969	-0.16786337	Bex2
10404928	0.63260908	3.02E-01	-1.1152864	-6.864494	-0.14977198	Fam8a1
10401443	0.6326121	3.02E-01	-1.1152383	-6.864546	-0.17213519	Fam161b
10469081	0.632709	3.02E-01	-1.115055	-6.864743	-0.21109301	Gm10859
10361200	0.63289935	3.02E-01	1.1147625	-6.865059	0.2463092	Diexf
10583090	0.63296541	3.02E-01	-1.1146392	-6.865191	-0.17673979	Mmp10
10450862	0.63324797	3.02E-01	-1.1142305	-6.865632	-0.2598817	Olfr94
10584433	0.63324797	3.02E-01	-1.1142135	-6.86565	-0.15664027	Olfr914
10607425	0.63328001	3.02E-01	-1.1141309	-6.865739	-0.11847216	Samt2///4930524N10Rik
10442085	0.63328959	3.02E-01	-1.1140143	-6.865865	-0.25130791	Mir125a
10385591	0.63328959	3.02E-01	1.1139582	-6.865925	0.15590273	Maml1
10529656	0.63328959	3.02E-01	1.1139267	-6.865959	0.14682159	Nsg1
10463981	0.63328959	3.02E-01	1.1138325	-6.866061	0.18654478	Rbm20
10574899	0.63328959	3.02E-01	-1.1137654	-6.866133	-0.1368342	Nutf2
10528031	0.63328959	3.02E-01	-1.1136958	-6.866208	-0.13084232	Zfp804b
10549588	0.63328959	3.02E-01	-1.1136911	-6.866213	-0.11813763	Rps9
10439296	0.63328959	3.02E-01	-1.113675	-6.866231	-0.32522684	Stfa2
10456423	0.63334363	3.02E-01	1.1135661	-6.866348	0.17133393	Seh1l
10551102	0.63344556	3.03E-01	-1.1133558	-6.866574	-0.20409359	Prr19
10408928	0.63349583	3.03E-01	1.1131933	-6.866749	0.14872108	Hspb1
10524124	0.63349583	3.03E-01	1.1130832	-6.866868	0.19993941	Golga3
10412735	0.63349583	3.03E-01	-1.1130018	-6.866956	-0.15902843	Gm11100
10542223	0.63349583	3.03E-01	1.1129832	-6.866976	0.14304996	5430401F13Rik
10491522	0.63349583	3.03E-01	-1.1129414	-6.867021	-0.18121834	Mccc1os
10496130	0.63349583	3.03E-01	1.1129002	-6.867065	0.14831656	Tbck
10455128	0.63362059	3.03E-01	1.1126142	-6.867373	0.14931872	Pcdhb20
10588683	0.6336483	3.03E-01	-1.1124958	-6.8675	-0.12951582	Hyal2
10554808	0.6336483	3.03E-01	1.1124923	-6.867504	0.13061289	Fzd4
10464877	0.6336734	3.03E-01	1.1123917	-6.867612	0.13047227	Dpp3
10389308	0.6336734	3.03E-01	1.1123736	-6.867632	0.13847245	Ggnbp2
10562612	0.63376263	3.03E-01	1.1121785	-6.867842	0.15407202	Vmn2r57///AW146154
10467697	0.63381792	3.03E-01	1.1120021	-6.868032	0.16572751	Mms19
10591754	0.63394078	3.03E-01	-1.1116999	-6.868357	-0.16109766	Zfp599
10523325	0.633963	3.03E-01	-1.1116291	-6.868433	-0.11728876	Gm7982
10356403	0.6340534	3.03E-01	1.1113882	-6.868692	0.18133702	Kcnj13
10386376	0.63423299	3.04E-01	-1.110992	-6.869118	-0.18032376	Wnt3a
10448312	0.63423299	3.04E-01	-1.1109306	-6.869185	-0.1443201	Cldn9
10446351	0.63423299	3.04E-01	1.1108548	-6.869266	0.13134366	Fer
10535720	0.63423299	3.04E-01	-1.1108194	-6.869304	-0.25390107	1700001J03Rik
10542376	0.63425824	3.04E-01	1.1107362	-6.869394	0.11727607	Dnaaf2///Rpl36al
10461934	0.63425824	3.04E-01	-1.1106644	-6.869471	-0.12348698	Trpm6
10378399	0.63425824	3.04E-01	-1.1106562	-6.86948	-0.14277657	Olfr384
10424624	0.63426871	3.04E-01	-1.1105994	-6.869541	-0.21607956	Adgrb1
10568859	0.63436806	3.04E-01	1.1103814	-6.869775	0.13769877	Ndufab1
10457745	0.63461717	3.04E-01	1.109874	-6.870321	0.19095187	Trappc8
10508135	0.63469096	3.04E-01	1.1097265	-6.870479	0.15915121	Trappc3
10484612	0.63469096	3.04E-01	-1.1096873	-6.870521	-0.13759493	Olfr1079
10484839	0.63469096	3.04E-01	1.1096331	-6.870579	0.14138146	Olfr1249
10489958	0.63477536	3.04E-01	-1.1094196	-6.870809	-0.18242548	Kcng1
10590654	0.63484638	3.04E-01	-1.1092908	-6.870947	-0.18472077	Aasdhppt
10544114	0.63506258	3.04E-01	-1.1089403	-6.871324	-0.2676364	Hipk2
10422075	0.63506258	3.04E-01	1.1087482	-6.87153	0.29932624	Mycbp2
10554650	0.63506258	3.04E-01	-1.1086789	-6.871605	-0.14591495	1700010L04Rik
10463027	0.63507099	3.05E-01	1.1085359	-6.871758	0.14420861	Cyp2c29
10584472	0.63510543	3.05E-01	-1.1083509	-6.871957	-0.13342721	Olfr926
10551822	0.63510543	3.05E-01	-1.1083361	-6.871973	-0.21495824	Zfp382
10345404	0.63519339	3.05E-01	-1.1081687	-6.872152	-0.19801543	C230030N03Rik
10430818	0.63543688	3.05E-01	-1.1076188	-6.872743	-0.22325114	Tnfrsf13c
10408321	0.63543688	3.05E-01	1.1075512	-6.872815	0.1369968	Gmnn
10558257	0.63543688	3.05E-01	1.1075173	-6.872852	0.18937301	Gpr26
10592629	0.63543688	3.05E-01	-1.1074843	-6.872887	-0.2024639	Grik4
10447551	0.63605294	3.05E-01	1.1065263	-6.873915	0.15099905	Tmem242
10572282	0.63613308	3.05E-01	-1.1063425	-6.874112	-0.13376165	Hapln4
10347521	0.63626027	3.05E-01	1.1061246	-6.874345	0.1721102	Zfand2b
10533026	0.63626027	3.05E-01	-1.1061028	-6.874369	-0.1331451	Prkab1
10513455	0.63630225	3.06E-01	-1.1060086	-6.87447	-0.1396407	Mup19///Gm2083///Mup18///Mup8///Mup7///Mup17///Mup16///Mup15///Mup14///Mup13///Mup12///Mup11///Mup10///Mup9///Mup5///Mup2///Mup1
10583380	0.63646323	3.06E-01	1.1057606	-6.874736	0.13469272	Olfr832
10604944	0.63646323	3.06E-01	-1.1057288	-6.87477	-0.17667606	Gabre
10601296	0.63647649	3.06E-01	-1.105619	-6.874887	-0.16169225	Pabpc1l2b-ps
10520080	0.63661888	3.06E-01	1.1053225	-6.875205	0.21799938	Rint1
10581491	0.63662691	3.06E-01	-1.1052686	-6.875263	-0.14205381	A930006D01Rik
10483353	0.636629	3.06E-01	-1.1052219	-6.875313	-0.12474657	Scn7a
10567863	0.63665592	3.06E-01	-1.1051014	-6.875442	-0.16436824	Cd19
10525173	0.63669145	3.06E-01	-1.1048893	-6.875669	-0.11471055	Oas1h
10363377	0.63669145	3.06E-01	-1.1048802	-6.875679	-0.17982802	Gm10322
10489878	0.63669145	3.06E-01	1.1046881	-6.875885	0.24094158	Ptgis
10594183	0.63669145	3.06E-01	1.1046758	-6.875898	0.14813536	Senp8
10352292	0.63669145	3.06E-01	-1.1046661	-6.875909	-0.16057313	G370120E05Rik
10421911	0.63669145	3.06E-01	-1.1046272	-6.87595	-0.17635848	Pcdh20
10414040	0.63669145	3.06E-01	-1.1046166	-6.875962	-0.15388402	Gm5460
10595622	0.63682793	3.06E-01	-1.104366	-6.87623	-0.42887408	Gm24463
10523977	0.63690074	3.06E-01	-1.1042353	-6.87637	-0.15746518	Gm10419
10409345	0.63696909	3.06E-01	-1.103918	-6.87671	-0.19743901	Cltb///Cltb
10556141	0.63696909	3.06E-01	-1.1038738	-6.876757	-0.16122343	Olfr495
10477052	0.63718233	3.07E-01	1.103547	-6.877107	0.39509135	Slc52a3
10584516	0.6372232	3.07E-01	-1.10341	-6.877254	-0.15514877	Olfr229
10383819	0.63725823	3.07E-01	-1.1033242	-6.877345	-0.13552012	Sec14l2
10568733	0.63728311	3.07E-01	1.1032168	-6.87746	0.14915581	Gm10579
10438801	0.63728311	3.07E-01	-1.1031639	-6.877517	-0.21343872	Fgf12
10583291	0.63728311	3.07E-01	1.1031332	-6.87755	0.24556034	Vstm5
10480379	0.63728311	3.07E-01	1.1031178	-6.877566	0.15812086	Mrps5
10582262	0.63732898	3.07E-01	1.1030191	-6.877672	0.14565288	Klhdc4
10570590	0.637477	3.07E-01	-1.1027992	-6.877907	-0.14184205	Spag11b
10360674	0.6375237	3.07E-01	-1.1026111	-6.878108	-0.18133775	Mixl1
10426535	0.63754729	3.07E-01	1.1024275	-6.878305	0.14579567	Pced1b
10495925	0.63754729	3.07E-01	-1.1024063	-6.878328	-0.17646889	Mir302c
10462088	0.6375555	3.07E-01	-1.1023523	-6.878385	-0.19453757	2410080I02Rik
10553835	0.63758165	3.07E-01	-1.1022573	-6.878487	-0.20333071	Magel2
10379654	0.63758165	3.07E-01	-1.1021027	-6.878652	-0.11984001	Ap2b1
10466027	0.63758165	3.07E-01	-1.1020803	-6.878676	-0.15058004	Pga5
10434664	0.63758165	3.07E-01	1.10202	-6.878741	0.15339618	Ndufa11
10449979	0.63758165	3.07E-01	1.1020132	-6.878748	0.15991446	Morc2b
10500034	0.63758734	3.07E-01	1.1018289	-6.878945	0.12815015	Psmb4
10490944	0.63758734	3.07E-01	-1.1017488	-6.879031	-0.20334092	Cypt12
10413393	0.63758734	3.07E-01	-1.1017383	-6.879042	-0.12903885	Hesx1
10474950	0.63758734	3.07E-01	1.101679	-6.879105	0.22127666	Vps18
10446553	0.63758734	3.07E-01	-1.1016492	-6.879137	-0.12513235	Epb41l3
10367091	0.63758734	3.07E-01	-1.101621	-6.879167	-0.11671813	Naca
10381361	0.63758734	3.07E-01	-1.1016076	-6.879182	-0.12916632	Aoc2
10554129	0.63774177	3.07E-01	1.101336	-6.879472	0.13256275	B130024G19Rik
10439744	0.63784426	3.08E-01	-1.10097	-6.879863	-0.22851428	Cd96
10405820	0.63784426	3.08E-01	1.1009494	-6.879885	0.27148774	1810034E14Rik
10348600	0.63789629	3.08E-01	-1.1008435	-6.879998	-0.12671476	Traf3ip1
10446473	0.6379091	3.08E-01	-1.1007006	-6.880151	-0.14105269	Lama1
10569898	0.6379091	3.08E-01	1.1006565	-6.880198	0.13916708	Evi5l
10418247	0.6379091	3.08E-01	1.1006517	-6.880203	0.13667619	Pde12
10423078	0.63799267	3.08E-01	1.1005084	-6.880356	0.13216036	Gm10389
10391407	0.63800036	3.08E-01	1.1004551	-6.880413	0.1424259	Coa3
10501742	0.63821354	3.08E-01	-1.1001139	-6.880778	-0.15730866	Rpl7a
10489522	0.63834158	3.08E-01	-1.099825	-6.881086	-0.15458258	Wfdc16
10547251	0.63834158	3.08E-01	1.099793	-6.881121	0.27679985	Bms1
10362350	0.63834158	3.08E-01	-1.0997854	-6.881129	-0.17207813	Themis
10583785	0.63835894	3.08E-01	1.0997207	-6.881198	0.14129725	Swsap1
10456405	0.63852712	3.08E-01	-1.0993006	-6.881646	-0.28768625	Slmo1
10401320	0.63864365	3.08E-01	1.0991182	-6.881841	0.43667562	Adam4
10564326	0.63884794	3.08E-01	-1.0988319	-6.882147	-0.17626765	Fam189a1
10464949	0.63905947	3.09E-01	-1.0984327	-6.882573	-0.13970176	Pacs1
10541496	0.63905947	3.09E-01	1.0984046	-6.882603	0.15342327	Mfap5
10505568	0.63913471	3.09E-01	-1.0981831	-6.882839	-0.15737147	Frmd3
10348521	0.63920166	3.09E-01	-1.097933	-6.883106	-0.1792601	Rbm44
10395317	0.63920166	3.09E-01	-1.097899	-6.883142	-0.18307959	Ferd3l
10429593	0.6392545	3.09E-01	-1.0977324	-6.88332	-0.15740595	Ly6h
10417704	0.63927082	3.09E-01	-1.0976382	-6.88342	-0.17197212	Lrrc3b
10566184	0.63927082	3.09E-01	1.0976249	-6.883434	0.21688676	Olfr569
